# Extracted 3624 fully qualified emojis
# Format: codepoint_hex_string|emoji_string|emoji_name
1F600|😀|grinning face
1FAE4|🫤|face with diagonal mouth
1F61F|😟|worried face
1F641|🙁|slightly frowning face
2639FE0F|☹️|frowning face
1F62E|😮|face with open mouth
1F62F|😯|hushed face
1F632|😲|astonished face
1F633|😳|flushed face
1F97A|🥺|pleading face
1F979|🥹|face holding back tears
1F626|😦|frowning face with open mouth
1F627|😧|anguished face
1F628|😨|fearful face
1F630|😰|anxious face with sweat
1F625|😥|sad but relieved face
1F622|😢|crying face
1F62D|😭|loudly crying face
1F631|😱|face screaming in fear
1F616|😖|confounded face
1F623|😣|persevering face
1F61E|😞|disappointed face
1F613|😓|downcast face with sweat
1F629|😩|weary face
1F62B|😫|tired face
1F971|🥱|yawning face
1F624|😤|face with steam from nose
1F621|😡|pouting face
1F620|😠|angry face
1F92C|🤬|face with symbols on mouth
1F608|😈|smiling face with horns
1F47F|👿|angry face with horns
1F480|💀|skull
2620FE0F|☠️|skull and crossbones
1F4A9|💩|pile of poo
1F921|🤡|clown face
1F479|👹|ogre
1F47A|👺|goblin
1F47B|👻|ghost
1F47D|👽|alien
1F47E|👾|alien monster
1F916|🤖|robot
1F63A|😺|grinning cat
1F638|😸|grinning cat with smiling eyes
1F639|😹|cat with tears of joy
1F63B|😻|smiling cat with heart-eyes
1F63C|😼|cat with wry smile
1F63D|😽|kissing cat
1F640|🙀|weary cat
1F63F|😿|crying cat
1F63E|😾|pouting cat
1F648|🙈|see-no-evil monkey
1F649|🙉|hear-no-evil monkey
1F64A|🙊|speak-no-evil monkey
1F48B|💋|kiss mark
1F48C|💌|love letter
1F498|💘|heart with arrow
1F49D|💝|heart with ribbon
1F496|💖|sparkling heart
1F497|💗|growing heart
1F493|💓|beating heart
1F49E|💞|revolving hearts
1F495|💕|two hearts
1F49F|💟|heart decoration
2763FE0F|❣️|heart exclamation
1F494|💔|broken heart
2764FE0F200D1F525|❤️‍🔥|heart on fire
2764FE0F200D1FA79|❤️‍🩹|mending heart
2764FE0F|❤️|red heart
1F9E1|🧡|orange heart
1F49B|💛|yellow heart
1F49A|💚|green heart
1F499|💙|blue heart
1F49C|💜|purple heart
1F90E|🤎|brown heart
1F5A4|🖤|black heart
1F90D|🤍|white heart
1F4AF|💯|hundred points
1F4A2|💢|anger symbol
1F4A5|💥|collision
1F4AB|💫|dizzy
1F4A6|💦|sweat droplets
1F4A8|💨|dashing away
1F573FE0F|🕳️|hole
1F4A3|💣|bomb
1F4AC|💬|speech balloon
1F441FE0F200D1F5E8FE0F|👁️‍🗨️|eye in speech bubble
1F5E8FE0F|🗨️|left speech bubble
1F5EFFE0F|🗯️|right anger bubble
1F4AD|💭|thought balloon
1F4A4|💤|zzz
1F44B|👋|waving hand
1F44B1F3FB|👋🏻|waving hand: light skin tone
1F44B1F3FC|👋🏼|waving hand: medium-light skin tone
1F44B1F3FD|👋🏽|waving hand: medium skin tone
1F44B1F3FE|👋🏾|waving hand: medium-dark skin tone
1F44B1F3FF|👋🏿|waving hand: dark skin tone
1F91A|🤚|raised back of hand
1F91A1F3FB|🤚🏻|raised back of hand: light skin tone
1F91A1F3FC|🤚🏼|raised back of hand: medium-light skin tone
1F91A1F3FD|🤚🏽|raised back of hand: medium skin tone
1F91A1F3FE|🤚🏾|raised back of hand: medium-dark skin tone
1F91A1F3FF|🤚🏿|raised back of hand: dark skin tone
1F590FE0F|🖐️|hand with fingers splayed
1F5901F3FB|🖐🏻|hand with fingers splayed: light skin tone
1F5901F3FC|🖐🏼|hand with fingers splayed: medium-light skin tone
1F5901F3FD|🖐🏽|hand with fingers splayed: medium skin tone
1F5901F3FE|🖐🏾|hand with fingers splayed: medium-dark skin tone
1F5901F3FF|🖐🏿|hand with fingers splayed: dark skin tone
270B|✋|raised hand
270B1F3FB|✋🏻|raised hand: light skin tone
270B1F3FC|✋🏼|raised hand: medium-light skin tone
270B1F3FD|✋🏽|raised hand: medium skin tone
270B1F3FE|✋🏾|raised hand: medium-dark skin tone
270B1F3FF|✋🏿|raised hand: dark skin tone
1F596|🖖|vulcan salute
1F5961F3FB|🖖🏻|vulcan salute: light skin tone
1F5961F3FC|🖖🏼|vulcan salute: medium-light skin tone
1F5961F3FD|🖖🏽|vulcan salute: medium skin tone
1F5961F3FE|🖖🏾|vulcan salute: medium-dark skin tone
1F5961F3FF|🖖🏿|vulcan salute: dark skin tone
1FAF1|🫱|rightwards hand
1FAF11F3FB|🫱🏻|rightwards hand: light skin tone
1FAF11F3FC|🫱🏼|rightwards hand: medium-light skin tone
1FAF11F3FD|🫱🏽|rightwards hand: medium skin tone
1FAF11F3FE|🫱🏾|rightwards hand: medium-dark skin tone
1FAF11F3FF|🫱🏿|rightwards hand: dark skin tone
1FAF2|🫲|leftwards hand
1FAF21F3FB|🫲🏻|leftwards hand: light skin tone
1FAF21F3FC|🫲🏼|leftwards hand: medium-light skin tone
1FAF21F3FD|🫲🏽|leftwards hand: medium skin tone
1FAF21F3FE|🫲🏾|leftwards hand: medium-dark skin tone
1FAF21F3FF|🫲🏿|leftwards hand: dark skin tone
1FAF3|🫳|palm down hand
1FAF31F3FB|🫳🏻|palm down hand: light skin tone
1FAF31F3FC|🫳🏼|palm down hand: medium-light skin tone
1FAF31F3FD|🫳🏽|palm down hand: medium skin tone
1FAF31F3FE|🫳🏾|palm down hand: medium-dark skin tone
1FAF31F3FF|🫳🏿|palm down hand: dark skin tone
1FAF4|🫴|palm up hand
1FAF41F3FB|🫴🏻|palm up hand: light skin tone
1FAF41F3FC|🫴🏼|palm up hand: medium-light skin tone
1FAF41F3FD|🫴🏽|palm up hand: medium skin tone
1FAF41F3FE|🫴🏾|palm up hand: medium-dark skin tone
1FAF41F3FF|🫴🏿|palm up hand: dark skin tone
1F44C|👌|OK hand
1F44C1F3FB|👌🏻|OK hand: light skin tone
1F44C1F3FC|👌🏼|OK hand: medium-light skin tone
1F44C1F3FD|👌🏽|OK hand: medium skin tone
1F44C1F3FE|👌🏾|OK hand: medium-dark skin tone
1F44C1F3FF|👌🏿|OK hand: dark skin tone
1F90C|🤌|pinched fingers
1F90C1F3FB|🤌🏻|pinched fingers: light skin tone
1F90C1F3FC|🤌🏼|pinched fingers: medium-light skin tone
1F90C1F3FD|🤌🏽|pinched fingers: medium skin tone
1F90C1F3FE|🤌🏾|pinched fingers: medium-dark skin tone
1F90C1F3FF|🤌🏿|pinched fingers: dark skin tone
1F90F|🤏|pinching hand
1F90F1F3FB|🤏🏻|pinching hand: light skin tone
1F90F1F3FC|🤏🏼|pinching hand: medium-light skin tone
1F90F1F3FD|🤏🏽|pinching hand: medium skin tone
1F90F1F3FE|🤏🏾|pinching hand: medium-dark skin tone
1F90F1F3FF|🤏🏿|pinching hand: dark skin tone
270CFE0F|✌️|victory hand
270C1F3FB|✌🏻|victory hand: light skin tone
270C1F3FC|✌🏼|victory hand: medium-light skin tone
270C1F3FD|✌🏽|victory hand: medium skin tone
270C1F3FE|✌🏾|victory hand: medium-dark skin tone
270C1F3FF|✌🏿|victory hand: dark skin tone
1F91E|🤞|crossed fingers
1F91E1F3FB|🤞🏻|crossed fingers: light skin tone
1F91E1F3FC|🤞🏼|crossed fingers: medium-light skin tone
1F91E1F3FD|🤞🏽|crossed fingers: medium skin tone
1F91E1F3FE|🤞🏾|crossed fingers: medium-dark skin tone
1F91E1F3FF|🤞🏿|crossed fingers: dark skin tone
1FAF0|🫰|hand with index finger and thumb crossed
1FAF01F3FB|🫰🏻|hand with index finger and thumb crossed: light skin tone
1FAF01F3FC|🫰🏼|hand with index finger and thumb crossed: medium-light skin tone
1FAF01F3FD|🫰🏽|hand with index finger and thumb crossed: medium skin tone
1FAF01F3FE|🫰🏾|hand with index finger and thumb crossed: medium-dark skin tone
1FAF01F3FF|🫰🏿|hand with index finger and thumb crossed: dark skin tone
1F91F|🤟|love-you gesture
1F91F1F3FB|🤟🏻|love-you gesture: light skin tone
1F91F1F3FC|🤟🏼|love-you gesture: medium-light skin tone
1F91F1F3FD|🤟🏽|love-you gesture: medium skin tone
1F91F1F3FE|🤟🏾|love-you gesture: medium-dark skin tone
1F91F1F3FF|🤟🏿|love-you gesture: dark skin tone
1F918|🤘|sign of the horns
1F9181F3FB|🤘🏻|sign of the horns: light skin tone
1F9181F3FC|🤘🏼|sign of the horns: medium-light skin tone
1F9181F3FD|🤘🏽|sign of the horns: medium skin tone
1F9181F3FE|🤘🏾|sign of the horns: medium-dark skin tone
1F9181F3FF|🤘🏿|sign of the horns: dark skin tone
1F919|🤙|call me hand
1F9191F3FB|🤙🏻|call me hand: light skin tone
1F9191F3FC|🤙🏼|call me hand: medium-light skin tone
1F9191F3FD|🤙🏽|call me hand: medium skin tone
1F9191F3FE|🤙🏾|call me hand: medium-dark skin tone
1F9191F3FF|🤙🏿|call me hand: dark skin tone
1F448|👈|backhand index pointing left
1F4481F3FB|👈🏻|backhand index pointing left: light skin tone
1F4481F3FC|👈🏼|backhand index pointing left: medium-light skin tone
1F4481F3FD|👈🏽|backhand index pointing left: medium skin tone
1F4481F3FE|👈🏾|backhand index pointing left: medium-dark skin tone
1F4481F3FF|👈🏿|backhand index pointing left: dark skin tone
1F449|👉|backhand index pointing right
1F4491F3FB|👉🏻|backhand index pointing right: light skin tone
1F4491F3FC|👉🏼|backhand index pointing right: medium-light skin tone
1F4491F3FD|👉🏽|backhand index pointing right: medium skin tone
1F4491F3FE|👉🏾|backhand index pointing right: medium-dark skin tone
1F4491F3FF|👉🏿|backhand index pointing right: dark skin tone
1F446|👆|backhand index pointing up
1F4461F3FB|👆🏻|backhand index pointing up: light skin tone
1F4461F3FC|👆🏼|backhand index pointing up: medium-light skin tone
1F4461F3FD|👆🏽|backhand index pointing up: medium skin tone
1F4461F3FE|👆🏾|backhand index pointing up: medium-dark skin tone
1F4461F3FF|👆🏿|backhand index pointing up: dark skin tone
1F595|🖕|middle finger
1F5951F3FB|🖕🏻|middle finger: light skin tone
1F5951F3FC|🖕🏼|middle finger: medium-light skin tone
1F5951F3FD|🖕🏽|middle finger: medium skin tone
1F5951F3FE|🖕🏾|middle finger: medium-dark skin tone
1F5951F3FF|🖕🏿|middle finger: dark skin tone
1F447|👇|backhand index pointing down
1F4471F3FB|👇🏻|backhand index pointing down: light skin tone
1F4471F3FC|👇🏼|backhand index pointing down: medium-light skin tone
1F4471F3FD|👇🏽|backhand index pointing down: medium skin tone
1F4471F3FE|👇🏾|backhand index pointing down: medium-dark skin tone
1F4471F3FF|👇🏿|backhand index pointing down: dark skin tone
261DFE0F|☝️|index pointing up
261D1F3FB|☝🏻|index pointing up: light skin tone
261D1F3FC|☝🏼|index pointing up: medium-light skin tone
261D1F3FD|☝🏽|index pointing up: medium skin tone
261D1F3FE|☝🏾|index pointing up: medium-dark skin tone
261D1F3FF|☝🏿|index pointing up: dark skin tone
1FAF5|🫵|index pointing at the viewer
1FAF51F3FB|🫵🏻|index pointing at the viewer: light skin tone
1FAF51F3FC|🫵🏼|index pointing at the viewer: medium-light skin tone
1FAF51F3FD|🫵🏽|index pointing at the viewer: medium skin tone
1FAF51F3FE|🫵🏾|index pointing at the viewer: medium-dark skin tone
1FAF51F3FF|🫵🏿|index pointing at the viewer: dark skin tone
1F44D|👍|thumbs up
1F44D1F3FB|👍🏻|thumbs up: light skin tone
1F44D1F3FC|👍🏼|thumbs up: medium-light skin tone
1F44D1F3FD|👍🏽|thumbs up: medium skin tone
1F44D1F3FE|👍🏾|thumbs up: medium-dark skin tone
1F44D1F3FF|👍🏿|thumbs up: dark skin tone
1F44E|👎|thumbs down
1F44E1F3FB|👎🏻|thumbs down: light skin tone
1F44E1F3FC|👎🏼|thumbs down: medium-light skin tone
1F44E1F3FD|👎🏽|thumbs down: medium skin tone
1F44E1F3FE|👎🏾|thumbs down: medium-dark skin tone
1F44E1F3FF|👎🏿|thumbs down: dark skin tone
270A|✊|raised fist
270A1F3FB|✊🏻|raised fist: light skin tone
270A1F3FC|✊🏼|raised fist: medium-light skin tone
270A1F3FD|✊🏽|raised fist: medium skin tone
270A1F3FE|✊🏾|raised fist: medium-dark skin tone
270A1F3FF|✊🏿|raised fist: dark skin tone
1F44A|👊|oncoming fist
1F44A1F3FB|👊🏻|oncoming fist: light skin tone
1F44A1F3FC|👊🏼|oncoming fist: medium-light skin tone
1F44A1F3FD|👊🏽|oncoming fist: medium skin tone
1F44A1F3FE|👊🏾|oncoming fist: medium-dark skin tone
1F44A1F3FF|👊🏿|oncoming fist: dark skin tone
1F91B|🤛|left-facing fist
1F91B1F3FB|🤛🏻|left-facing fist: light skin tone
1F91B1F3FC|🤛🏼|left-facing fist: medium-light skin tone
1F91B1F3FD|🤛🏽|left-facing fist: medium skin tone
1F91B1F3FE|🤛🏾|left-facing fist: medium-dark skin tone
1F91B1F3FF|🤛🏿|left-facing fist: dark skin tone
1F91C|🤜|right-facing fist
1F91C1F3FB|🤜🏻|right-facing fist: light skin tone
1F91C1F3FC|🤜🏼|right-facing fist: medium-light skin tone
1F91C1F3FD|🤜🏽|right-facing fist: medium skin tone
1F91C1F3FE|🤜🏾|right-facing fist: medium-dark skin tone
1F91C1F3FF|🤜🏿|right-facing fist: dark skin tone
1F44F|👏|clapping hands
1F44F1F3FB|👏🏻|clapping hands: light skin tone
1F44F1F3FC|👏🏼|clapping hands: medium-light skin tone
1F44F1F3FD|👏🏽|clapping hands: medium skin tone
1F44F1F3FE|👏🏾|clapping hands: medium-dark skin tone
1F44F1F3FF|👏🏿|clapping hands: dark skin tone
1F64C|🙌|raising hands
1F64C1F3FB|🙌🏻|raising hands: light skin tone
1F64C1F3FC|🙌🏼|raising hands: medium-light skin tone
1F64C1F3FD|🙌🏽|raising hands: medium skin tone
1F64C1F3FE|🙌🏾|raising hands: medium-dark skin tone
1F64C1F3FF|🙌🏿|raising hands: dark skin tone
1FAF6|🫶|heart hands
1FAF61F3FB|🫶🏻|heart hands: light skin tone
1FAF61F3FC|🫶🏼|heart hands: medium-light skin tone
1FAF61F3FD|🫶🏽|heart hands: medium skin tone
1FAF61F3FE|🫶🏾|heart hands: medium-dark skin tone
1FAF61F3FF|🫶🏿|heart hands: dark skin tone
1F450|👐|open hands
1F4501F3FB|👐🏻|open hands: light skin tone
1F4501F3FC|👐🏼|open hands: medium-light skin tone
1F4501F3FD|👐🏽|open hands: medium skin tone
1F4501F3FE|👐🏾|open hands: medium-dark skin tone
1F4501F3FF|👐🏿|open hands: dark skin tone
1F932|🤲|palms up together
1F9321F3FB|🤲🏻|palms up together: light skin tone
1F9321F3FC|🤲🏼|palms up together: medium-light skin tone
1F9321F3FD|🤲🏽|palms up together: medium skin tone
1F9321F3FE|🤲🏾|palms up together: medium-dark skin tone
1F9321F3FF|🤲🏿|palms up together: dark skin tone
1F91D|🤝|handshake
1F91D1F3FB|🤝🏻|handshake: light skin tone
1F91D1F3FC|🤝🏼|handshake: medium-light skin tone
1F91D1F3FD|🤝🏽|handshake: medium skin tone
1F91D1F3FE|🤝🏾|handshake: medium-dark skin tone
1F91D1F3FF|🤝🏿|handshake: dark skin tone
1FAF11F3FB200D1FAF21F3FC|🫱🏻‍🫲🏼|handshake: light skin tone, medium-light skin tone
1FAF11F3FB200D1FAF21F3FD|🫱🏻‍🫲🏽|handshake: light skin tone, medium skin tone
1FAF11F3FB200D1FAF21F3FE|🫱🏻‍🫲🏾|handshake: light skin tone, medium-dark skin tone
1FAF11F3FB200D1FAF21F3FF|🫱🏻‍🫲🏿|handshake: light skin tone, dark skin tone
1FAF11F3FC200D1FAF21F3FB|🫱🏼‍🫲🏻|handshake: medium-light skin tone, light skin tone
1FAF11F3FC200D1FAF21F3FD|🫱🏼‍🫲🏽|handshake: medium-light skin tone, medium skin tone
1FAF11F3FC200D1FAF21F3FE|🫱🏼‍🫲🏾|handshake: medium-light skin tone, medium-dark skin tone
1FAF11F3FC200D1FAF21F3FF|🫱🏼‍🫲🏿|handshake: medium-light skin tone, dark skin tone
1FAF11F3FD200D1FAF21F3FB|🫱🏽‍🫲🏻|handshake: medium skin tone, light skin tone
1FAF11F3FD200D1FAF21F3FC|🫱🏽‍🫲🏼|handshake: medium skin tone, medium-light skin tone
1FAF11F3FD200D1FAF21F3FE|🫱🏽‍🫲🏾|handshake: medium skin tone, medium-dark skin tone
1FAF11F3FD200D1FAF21F3FF|🫱🏽‍🫲🏿|handshake: medium skin tone, dark skin tone
1FAF11F3FE200D1FAF21F3FB|🫱🏾‍🫲🏻|handshake: medium-dark skin tone, light skin tone
1FAF11F3FE200D1FAF21F3FC|🫱🏾‍🫲🏼|handshake: medium-dark skin tone, medium-light skin tone
1FAF11F3FE200D1FAF21F3FD|🫱🏾‍🫲🏽|handshake: medium-dark skin tone, medium skin tone
1FAF11F3FE200D1FAF21F3FF|🫱🏾‍🫲🏿|handshake: medium-dark skin tone, dark skin tone
1FAF11F3FF200D1FAF21F3FB|🫱🏿‍🫲🏻|handshake: dark skin tone, light skin tone
1FAF11F3FF200D1FAF21F3FC|🫱🏿‍🫲🏼|handshake: dark skin tone, medium-light skin tone
1FAF11F3FF200D1FAF21F3FD|🫱🏿‍🫲🏽|handshake: dark skin tone, medium skin tone
1FAF11F3FF200D1FAF21F3FE|🫱🏿‍🫲🏾|handshake: dark skin tone, medium-dark skin tone
1F64F|🙏|folded hands
1F64F1F3FB|🙏🏻|folded hands: light skin tone
1F64F1F3FC|🙏🏼|folded hands: medium-light skin tone
1F64F1F3FD|🙏🏽|folded hands: medium skin tone
1F64F1F3FE|🙏🏾|folded hands: medium-dark skin tone
1F64F1F3FF|🙏🏿|folded hands: dark skin tone
270DFE0F|✍️|writing hand
270D1F3FB|✍🏻|writing hand: light skin tone
270D1F3FC|✍🏼|writing hand: medium-light skin tone
270D1F3FD|✍🏽|writing hand: medium skin tone
270D1F3FE|✍🏾|writing hand: medium-dark skin tone
270D1F3FF|✍🏿|writing hand: dark skin tone
1F485|💅|nail polish
1F4851F3FB|💅🏻|nail polish: light skin tone
1F4851F3FC|💅🏼|nail polish: medium-light skin tone
1F4851F3FD|💅🏽|nail polish: medium skin tone
1F4851F3FE|💅🏾|nail polish: medium-dark skin tone
1F4851F3FF|💅🏿|nail polish: dark skin tone
1F933|🤳|selfie
1F9331F3FB|🤳🏻|selfie: light skin tone
1F9331F3FC|🤳🏼|selfie: medium-light skin tone
1F9331F3FD|🤳🏽|selfie: medium skin tone
1F9331F3FE|🤳🏾|selfie: medium-dark skin tone
1F9331F3FF|🤳🏿|selfie: dark skin tone
1F4AA|💪|flexed biceps
1F4AA1F3FB|💪🏻|flexed biceps: light skin tone
1F4AA1F3FC|💪🏼|flexed biceps: medium-light skin tone
1F4AA1F3FD|💪🏽|flexed biceps: medium skin tone
1F4AA1F3FE|💪🏾|flexed biceps: medium-dark skin tone
1F4AA1F3FF|💪🏿|flexed biceps: dark skin tone
1F9BE|🦾|mechanical arm
1F9BF|🦿|mechanical leg
1F9B5|🦵|leg
1F9B51F3FB|🦵🏻|leg: light skin tone
1F9B51F3FC|🦵🏼|leg: medium-light skin tone
1F9B51F3FD|🦵🏽|leg: medium skin tone
1F9B51F3FE|🦵🏾|leg: medium-dark skin tone
1F9B51F3FF|🦵🏿|leg: dark skin tone
1F9B6|🦶|foot
1F9B61F3FB|🦶🏻|foot: light skin tone
1F9B61F3FC|🦶🏼|foot: medium-light skin tone
1F9B61F3FD|🦶🏽|foot: medium skin tone
1F9B61F3FE|🦶🏾|foot: medium-dark skin tone
1F9B61F3FF|🦶🏿|foot: dark skin tone
1F442|👂|ear
1F4421F3FB|👂🏻|ear: light skin tone
1F4421F3FC|👂🏼|ear: medium-light skin tone
1F4421F3FD|👂🏽|ear: medium skin tone
1F4421F3FE|👂🏾|ear: medium-dark skin tone
1F4421F3FF|👂🏿|ear: dark skin tone
1F9BB|🦻|ear with hearing aid
1F9BB1F3FB|🦻🏻|ear with hearing aid: light skin tone
1F9BB1F3FC|🦻🏼|ear with hearing aid: medium-light skin tone
1F9BB1F3FD|🦻🏽|ear with hearing aid: medium skin tone
1F9BB1F3FE|🦻🏾|ear with hearing aid: medium-dark skin tone
1F9BB1F3FF|🦻🏿|ear with hearing aid: dark skin tone
1F443|👃|nose
1F4431F3FB|👃🏻|nose: light skin tone
1F4431F3FC|👃🏼|nose: medium-light skin tone
1F4431F3FD|👃🏽|nose: medium skin tone
1F4431F3FE|👃🏾|nose: medium-dark skin tone
1F4431F3FF|👃🏿|nose: dark skin tone
1F9E0|🧠|brain
1FAC0|🫀|anatomical heart
1FAC1|🫁|lungs
1F9B7|🦷|tooth
1F9B4|🦴|bone
1F440|👀|eyes
1F441FE0F|👁️|eye
1F445|👅|tongue
1F444|👄|mouth
1FAE6|🫦|biting lip
1F476|👶|baby
1F4761F3FB|👶🏻|baby: light skin tone
1F4761F3FC|👶🏼|baby: medium-light skin tone
1F4761F3FD|👶🏽|baby: medium skin tone
1F4761F3FE|👶🏾|baby: medium-dark skin tone
1F4761F3FF|👶🏿|baby: dark skin tone
1F9D2|🧒|child
1F9D21F3FB|🧒🏻|child: light skin tone
1F9D21F3FC|🧒🏼|child: medium-light skin tone
1F9D21F3FD|🧒🏽|child: medium skin tone
1F9D21F3FE|🧒🏾|child: medium-dark skin tone
1F9D21F3FF|🧒🏿|child: dark skin tone
1F466|👦|boy
1F4661F3FB|👦🏻|boy: light skin tone
1F4661F3FC|👦🏼|boy: medium-light skin tone
1F4661F3FD|👦🏽|boy: medium skin tone
1F4661F3FE|👦🏾|boy: medium-dark skin tone
1F4661F3FF|👦🏿|boy: dark skin tone
1F467|👧|girl
1F4671F3FB|👧🏻|girl: light skin tone
1F4671F3FC|👧🏼|girl: medium-light skin tone
1F4671F3FD|👧🏽|girl: medium skin tone
1F4671F3FE|👧🏾|girl: medium-dark skin tone
1F4671F3FF|👧🏿|girl: dark skin tone
1F9D1|🧑|person
1F9D11F3FB|🧑🏻|person: light skin tone
1F9D11F3FC|🧑🏼|person: medium-light skin tone
1F9D11F3FD|🧑🏽|person: medium skin tone
1F9D11F3FE|🧑🏾|person: medium-dark skin tone
1F9D11F3FF|🧑🏿|person: dark skin tone
1F471|👱|person: blond hair
1F4711F3FB|👱🏻|person: light skin tone, blond hair
1F4711F3FC|👱🏼|person: medium-light skin tone, blond hair
1F4711F3FD|👱🏽|person: medium skin tone, blond hair
1F4711F3FE|👱🏾|person: medium-dark skin tone, blond hair
1F4711F3FF|👱🏿|person: dark skin tone, blond hair
1F468|👨|man
1F4681F3FB|👨🏻|man: light skin tone
1F4681F3FC|👨🏼|man: medium-light skin tone
1F4681F3FD|👨🏽|man: medium skin tone
1F4681F3FE|👨🏾|man: medium-dark skin tone
1F4681F3FF|👨🏿|man: dark skin tone
1F9D4|🧔|person: beard
1F9D41F3FB|🧔🏻|person: light skin tone, beard
1F9D41F3FC|🧔🏼|person: medium-light skin tone, beard
1F9D41F3FD|🧔🏽|person: medium skin tone, beard
1F9D41F3FE|🧔🏾|person: medium-dark skin tone, beard
1F9D41F3FF|🧔🏿|person: dark skin tone, beard
1F9D4200D2642FE0F|🧔‍♂️|man: beard
1F9D41F3FB200D2642FE0F|🧔🏻‍♂️|man: light skin tone, beard
1F9D41F3FC200D2642FE0F|🧔🏼‍♂️|man: medium-light skin tone, beard
1F9D41F3FD200D2642FE0F|🧔🏽‍♂️|man: medium skin tone, beard
1F9D41F3FE200D2642FE0F|🧔🏾‍♂️|man: medium-dark skin tone, beard
1F9D41F3FF200D2642FE0F|🧔🏿‍♂️|man: dark skin tone, beard
1F9D4200D2640FE0F|🧔‍♀️|woman: beard
1F9D41F3FB200D2640FE0F|🧔🏻‍♀️|woman: light skin tone, beard
1F9D41F3FC200D2640FE0F|🧔🏼‍♀️|woman: medium-light skin tone, beard
1F9D41F3FD200D2640FE0F|🧔🏽‍♀️|woman: medium skin tone, beard
1F9D41F3FE200D2640FE0F|🧔🏾‍♀️|woman: medium-dark skin tone, beard
1F9D41F3FF200D2640FE0F|🧔🏿‍♀️|woman: dark skin tone, beard
1F468200D1F9B0|👨‍🦰|man: red hair
1F4681F3FB200D1F9B0|👨🏻‍🦰|man: light skin tone, red hair
1F4681F3FC200D1F9B0|👨🏼‍🦰|man: medium-light skin tone, red hair
1F4681F3FD200D1F9B0|👨🏽‍🦰|man: medium skin tone, red hair
1F4681F3FE200D1F9B0|👨🏾‍🦰|man: medium-dark skin tone, red hair
1F4681F3FF200D1F9B0|👨🏿‍🦰|man: dark skin tone, red hair
1F468200D1F9B1|👨‍🦱|man: curly hair
1F4681F3FB200D1F9B1|👨🏻‍🦱|man: light skin tone, curly hair
1F4681F3FC200D1F9B1|👨🏼‍🦱|man: medium-light skin tone, curly hair
1F4681F3FD200D1F9B1|👨🏽‍🦱|man: medium skin tone, curly hair
1F4681F3FE200D1F9B1|👨🏾‍🦱|man: medium-dark skin tone, curly hair
1F4681F3FF200D1F9B1|👨🏿‍🦱|man: dark skin tone, curly hair
1F468200D1F9B3|👨‍🦳|man: white hair
1F4681F3FB200D1F9B3|👨🏻‍🦳|man: light skin tone, white hair
1F4681F3FC200D1F9B3|👨🏼‍🦳|man: medium-light skin tone, white hair
1F4681F3FD200D1F9B3|👨🏽‍🦳|man: medium skin tone, white hair
1F4681F3FE200D1F9B3|👨🏾‍🦳|man: medium-dark skin tone, white hair
1F4681F3FF200D1F9B3|👨🏿‍🦳|man: dark skin tone, white hair
